hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
Resort Hotel,233,9,23,4,2,3,1,1,Family,4,5,8151.28,0.766
Resort Hotel,201,12,43,3,1,2,0,1,Deluxe,3,4,6502.54,0.708
City Hotel,278,7,9,2,1,1,2,0,Family,0,1,7748.39,0.71
Resort Hotel,130,3,4,5,0,3,1,0,Standard,3,3,3338.63,0.692
City Hotel,147,7,43,5,2,2,2,1,Standard,3,1,5090.16,0.718
City Hotel,28,1,40,3,0,3,0,0,Standard,3,4,2739.17,0.731
Resort Hotel,360,3,50,4,0,3,1,1,Family,2,2,7797.52,0.583
Resort Hotel,307,6,31,2,3,3,1,1,Standard,4,5,3999.5,0.75
Resort Hotel,161,4,3,1,1,2,0,0,Suite,3,4,8702.47,0.803
City Hotel,356,7,36,4,1,3,2,0,Standard,3,1,3865.56,0.726
Resort Hotel,339,3,17,2,3,3,1,0,Suite,2,9,8659.21,0.75
Resort Hotel,60,1,16,3,1,1,1,1,Family,1,7,6343.49,0.571
City Hotel,124,9,39,5,1,2,1,1,Standard,3,5,4754.96,0.871
Resort Hotel,70,6,2,7,1,2,1,0,Suite,3,8,9943.87,0.538
City Hotel,325,8,5,3,2,3,1,0,Family,1,2,8258.48,0.706
Resort Hotel,363,3,33,7,3,1,0,0,Standard,3,3,3806.77,0.822
City Hotel,242,8,13,2,0,3,1,1,Deluxe,3,7,5839.11,0.518
Resort Hotel,248,2,12,3,2,3,2,0,Standard,3,6,3381.21,0.473
Resort Hotel,220,12,19,2,0,2,1,1,Standard,4,7,5150.56,1.0
City Hotel,20,4,22,2,3,1,0,0,Standard,0,8,3399.96,0.589
City Hotel,81,3,40,7,3,3,0,0,Deluxe,4,7,5876.91,0.564
Resort Hotel,343,10,8,3,3,2,2,1,Suite,1,7,10227.68,0.842
City Hotel,9,1,44,0,1,3,1,1,Suite,4,5,8621.16,0.65
City Hotel,11,7,4,1,2,3,2,1,Deluxe,4,1,5946.21,0.638
City Hotel,262,11,7,4,3,1,2,1,Standard,2,6,5020.57,0.611
City Hotel,144,10,48,5,0,1,2,1,Standard,1,3,4832.98,0.657
Resort Hotel,191,2,22,1,1,1,2,1,Standard,1,2,3130.68,0.494
Resort Hotel,249,4,18,4,1,3,1,0,Suite,1,3,8529.89,0.482
City Hotel,113,9,6,4,2,1,0,1,Suite,4,3,9878.27,0.639
City Hotel,25,6,50,5,2,2,0,0,Deluxe,1,2,7247.26,0.651
City Hotel,270,8,4,1,2,3,1,0,Family,2,8,7838.75,0.615
City Hotel,32,2,41,5,1,1,2,0,Deluxe,3,2,5817.91,0.727
Resort Hotel,61,7,45,2,3,3,1,1,Suite,4,1,8845.92,0.635
Resort Hotel,228,6,51,5,0,3,2,1,Standard,3,0,5391.33,0.497
City Hotel,302,9,12,7,3,2,2,0,Standard,3,0,4816.7,0.842
City Hotel,94,7,48,7,0,2,1,0,Standard,4,4,4550.52,0.997
City Hotel,34,1,37,3,3,2,1,0,Standard,4,4,4277.24,0.492
Resort Hotel,192,8,2,0,2,3,2,1,Family,1,8,8256.44,0.726
City Hotel,75,11,3,0,0,3,2,0,Deluxe,2,3,7074.68,0.905
Resort Hotel,248,10,45,0,1,2,2,1,Deluxe,4,4,6543.72,0.712
City Hotel,82,3,21,1,0,3,2,0,Suite,3,5,8681.9,0.762
Resort Hotel,24,2,39,7,1,2,1,1,Deluxe,4,9,6393.46,0.39
City Hotel,56,12,13,1,3,2,0,1,Family,2,6,7734.4,0.788
Resort Hotel,31,3,48,2,2,1,0,0,Family,0,8,7905.82,0.493
City Hotel,318,11,14,6,0,2,2,1,Family,3,5,8423.16,0.662
City Hotel,11,6,30,0,1,1,0,0,Standard,0,0,4214.6,0.571
City Hotel,318,3,18,2,3,2,0,0,Suite,0,7,8260.33,0.626
Resort Hotel,332,10,13,7,2,3,0,0,Family,2,1,7437.1,0.842
City Hotel,91,5,14,6,2,1,0,0,Deluxe,4,8,5977.21,0.696
Resort Hotel,0,6,41,0,2,3,0,0,Deluxe,0,6,4943.56,0.503
Resort Hotel,325,8,40,1,3,3,0,1,Deluxe,1,6,6097.03,0.755
City Hotel,135,7,25,6,3,2,2,0,Family,4,9,8688.67,0.663
City Hotel,195,11,37,3,3,2,2,1,Family,3,9,8120.34,0.717
City Hotel,132,8,27,3,2,3,2,0,Deluxe,4,4,6830.17,0.678
Resort Hotel,85,3,23,3,0,2,1,0,Family,2,7,7042.44,0.742
City Hotel,294,4,7,5,1,2,0,1,Deluxe,2,9,5230.16,0.572
Resort Hotel,278,6,48,3,3,2,0,0,Standard,3,0,2650.49,0.726
Resort Hotel,323,11,10,4,0,3,1,0,Family,3,2,7684.92,0.878
City Hotel,179,7,25,0,1,1,0,1,Standard,3,8,3198.48,0.763
City Hotel,3,9,35,3,2,1,2,1,Standard,2,0,4475.49,0.679
City Hotel,125,1,24,6,0,3,2,0,Family,4,7,7337.28,0.485
City Hotel,174,8,49,7,2,2,1,0,Deluxe,0,5,6315.9,0.727
City Hotel,250,8,42,4,1,2,2,0,Suite,0,9,9450.86,0.645
City Hotel,20,6,11,4,3,1,1,0,Standard,1,4,3194.03,0.565
Resort Hotel,104,4,20,4,2,3,2,0,Family,2,5,9088.24,0.61
Resort Hotel,65,3,10,2,0,3,0,0,Standard,3,4,3412.39,0.494
Resort Hotel,262,11,50,6,3,2,2,0,Deluxe,4,8,6972.8,0.732
City Hotel,48,3,21,2,0,2,1,0,Family,2,1,7551.32,0.548
Resort Hotel,15,6,28,4,1,2,0,0,Suite,1,9,9939.45,0.594
Resort Hotel,144,8,28,5,1,3,1,1,Family,0,5,8117.44,0.674
Resort Hotel,339,7,27,3,3,1,0,1,Standard,4,3,4116.68,0.632
Resort Hotel,249,11,33,7,0,3,0,0,Family,0,2,8216.53,0.979
Resort Hotel,342,1,4,0,0,3,2,1,Family,4,4,7036.13,0.702
City Hotel,353,11,35,6,0,3,2,1,Standard,3,1,5492.57,0.732
City Hotel,74,6,20,5,0,1,0,0,Suite,4,2,8219.02,0.604
Resort Hotel,289,7,6,1,1,2,2,1,Deluxe,3,6,6061.51,0.653
Resort Hotel,281,12,6,2,0,2,2,1,Family,2,0,7624.36,0.824
Resort Hotel,65,7,17,3,1,3,1,1,Suite,0,1,9049.28,0.665
City Hotel,124,9,19,3,0,3,2,1,Deluxe,4,2,6032.29,0.727
City Hotel,318,11,49,1,0,1,0,1,Standard,4,9,3914.46,0.854
Resort Hotel,86,11,17,1,2,1,2,0,Suite,1,6,10177.18,0.688
City Hotel,40,10,49,6,2,2,0,0,Suite,0,3,9298.7,0.691
City Hotel,185,5,3,3,0,3,0,1,Family,2,7,7580.46,0.481
Resort Hotel,353,1,46,1,1,1,1,1,Standard,3,7,2523.05,0.485
City Hotel,334,2,34,3,0,1,0,1,Family,2,0,5718.64,0.554
City Hotel,265,4,4,5,2,3,0,0,Standard,1,4,3759.0,0.604
Resort Hotel,270,5,23,6,0,3,1,1,Deluxe,2,0,6199.44,0.75
City Hotel,41,9,18,7,2,3,0,0,Family,3,6,9338.12,0.638
City Hotel,92,11,34,1,0,3,1,1,Standard,0,3,5119.75,0.612
Resort Hotel,184,1,29,5,3,3,0,1,Standard,1,7,3763.48,0.534
City Hotel,214,3,44,5,0,3,2,0,Suite,4,7,8833.46,0.557
City Hotel,16,5,15,1,1,1,1,0,Family,4,8,7052.17,0.71
Resort Hotel,264,3,45,6,2,3,1,0,Family,0,5,7670.44,0.583
Resort Hotel,113,4,11,3,3,2,0,1,Deluxe,2,6,4938.89,0.728
Resort Hotel,291,3,39,7,2,3,1,1,Standard,4,6,4108.71,0.561
City Hotel,291,4,9,4,2,2,0,0,Suite,1,4,9167.67,0.548
Resort Hotel,47,1,47,3,1,2,1,1,Standard,3,6,3436.53,0.596
City Hotel,306,12,35,0,0,2,1,0,Standard,2,8,4948.6,0.848
Resort Hotel,96,8,10,1,1,3,2,0,Standard,3,3,5143.47,0.629
City Hotel,94,4,40,2,0,3,0,1,Family,2,1,8030.91,0.654
Resort Hotel,325,7,38,6,3,2,2,1,Standard,1,7,3136.07,0.719
Resort Hotel,73,2,29,1,1,3,1,1,Deluxe,3,6,5542.53,0.545
Resort Hotel,335,2,46,0,1,1,0,1,Suite,1,5,7524.03,0.662
Resort Hotel,67,6,6,5,2,1,2,1,Suite,3,6,9765.19,0.796
City Hotel,245,2,19,2,1,1,1,1,Standard,2,2,3710.64,0.492
Resort Hotel,76,6,26,2,0,1,2,1,Suite,1,5,9196.21,0.699
Resort Hotel,207,11,9,3,1,3,1,0,Standard,2,9,5154.29,0.782
City Hotel,253,2,41,4,1,2,1,0,Family,2,6,6514.61,0.505
Resort Hotel,220,4,52,3,3,3,0,1,Suite,3,6,7708.55,0.588
City Hotel,261,7,48,6,0,1,0,0,Family,3,4,8097.66,0.498
Resort Hotel,330,8,45,2,2,3,0,0,Family,1,2,7336.35,0.808
Resort Hotel,343,3,13,7,0,3,1,0,Deluxe,4,1,5388.87,0.654
Resort Hotel,258,9,26,7,3,1,2,0,Deluxe,0,6,7186.78,0.533
City Hotel,307,2,44,2,0,2,0,1,Suite,3,3,7576.47,0.531
Resort Hotel,73,8,20,7,0,3,0,0,Standard,2,1,4375.37,0.734
Resort Hotel,124,8,2,7,1,3,0,0,Standard,0,7,4098.26,0.785
Resort Hotel,187,4,4,4,1,1,0,1,Standard,1,1,3346.75,0.574
City Hotel,253,1,7,6,0,2,1,0,Standard,0,5,3491.96,0.5
City Hotel,320,1,19,1,0,1,2,0,Deluxe,0,3,4908.11,0.562
Resort Hotel,307,2,35,4,2,1,1,1,Standard,4,8,3223.55,0.482
City Hotel,234,12,11,5,3,3,1,0,Standard,4,4,5542.0,0.966
Resort Hotel,249,9,19,3,1,2,1,1,Family,0,3,7292.07,0.735
Resort Hotel,331,2,32,7,1,1,0,1,Standard,4,7,3758.66,0.569
Resort Hotel,344,2,14,1,1,3,2,1,Standard,4,2,4918.54,0.685
Resort Hotel,71,6,49,3,1,1,1,0,Deluxe,0,8,6508.6,0.648
Resort Hotel,234,7,5,7,0,3,1,0,Suite,3,7,9987.35,0.811
Resort Hotel,323,7,25,4,0,2,1,1,Family,4,7,7676.56,0.515
Resort Hotel,155,9,14,1,2,1,0,1,Family,0,9,7117.45,0.84
City Hotel,114,6,39,4,1,2,0,1,Suite,3,4,8441.11,0.753
City Hotel,312,8,12,5,1,2,1,0,Family,4,0,8205.32,0.495
City Hotel,227,11,49,0,0,3,0,0,Standard,0,9,4841.4,0.743
City Hotel,321,6,20,2,2,1,2,1,Standard,4,8,3388.43,0.691
City Hotel,345,2,18,6,0,1,0,0,Suite,3,1,7937.28,0.631
City Hotel,244,1,1,1,1,3,1,0,Deluxe,0,0,5018.56,0.656
City Hotel,305,5,43,2,1,3,2,1,Deluxe,3,5,5987.58,0.475
Resort Hotel,13,9,4,0,3,2,0,0,Family,2,0,8302.88,0.733
Resort Hotel,15,8,12,1,3,1,1,0,Deluxe,1,9,6474.65,0.606
Resort Hotel,41,4,26,2,3,1,2,1,Deluxe,2,9,4945.29,0.529
Resort Hotel,109,5,32,2,2,3,2,0,Deluxe,4,9,7143.94,0.705
City Hotel,277,5,37,1,0,3,2,0,Deluxe,3,6,6303.67,0.545
City Hotel,323,6,15,2,1,3,0,0,Deluxe,0,6,5446.52,0.65
Resort Hotel,18,3,52,2,1,1,2,1,Deluxe,3,0,5023.95,0.531
Resort Hotel,65,5,35,1,2,1,0,0,Deluxe,4,9,5701.61,0.725
City Hotel,166,2,26,6,1,2,1,0,Family,0,4,6637.04,0.367
Resort Hotel,72,10,15,2,1,3,0,0,Standard,2,2,5694.48,0.874
Resort Hotel,309,1,8,2,0,2,0,0,Deluxe,3,1,4351.29,0.674
Resort Hotel,111,11,28,6,3,1,1,0,Standard,1,4,5029.79,0.834
Resort Hotel,273,1,30,3,3,2,0,1,Suite,4,4,8195.82,0.548
City Hotel,84,10,43,5,2,2,0,0,Standard,4,1,4797.22,0.546
Resort Hotel,138,7,44,3,3,2,1,1,Suite,3,5,9133.99,0.739
Resort Hotel,38,2,3,7,3,3,2,0,Family,2,6,7927.2,0.651
City Hotel,104,4,6,0,2,1,1,1,Standard,2,0,3904.54,0.61
City Hotel,323,5,31,3,2,3,2,1,Suite,1,2,9057.75,0.56
Resort Hotel,280,7,26,3,3,2,0,0,Standard,1,3,4615.17,0.821
City Hotel,122,2,8,0,0,3,1,1,Family,3,1,6143.44,0.463
Resort Hotel,217,6,39,2,2,1,2,0,Standard,0,9,3457.41,0.763
Resort Hotel,60,1,29,2,1,1,0,1,Suite,2,4,7571.2,0.578
City Hotel,99,7,17,3,2,2,0,0,Deluxe,0,3,6607.62,0.658
Resort Hotel,306,9,16,0,1,2,0,0,Deluxe,0,1,4825.47,0.969
Resort Hotel,353,5,49,2,2,3,2,0,Deluxe,3,0,5319.21,0.673
Resort Hotel,203,5,45,4,2,1,2,0,Family,1,7,8354.22,0.683
Resort Hotel,257,4,4,1,3,1,2,1,Deluxe,0,1,5650.84,0.651
City Hotel,4,3,10,1,3,3,0,0,Family,3,3,8082.17,0.605
City Hotel,196,9,16,5,3,1,2,0,Deluxe,1,9,6612.46,0.715
Resort Hotel,179,5,19,1,0,2,1,0,Family,0,4,8076.15,0.701
City Hotel,341,8,39,3,3,2,2,1,Family,0,1,7292.46,0.71
Resort Hotel,132,9,50,1,3,3,2,0,Standard,1,9,4978.79,0.543
Resort Hotel,323,5,13,1,2,3,0,1,Deluxe,1,8,5155.72,0.543
Resort Hotel,252,10,4,4,2,3,1,1,Standard,4,1,4853.9,0.865
Resort Hotel,264,9,32,2,0,2,1,0,Suite,4,5,8294.24,0.813
Resort Hotel,92,2,18,4,1,3,1,1,Deluxe,3,6,5993.24,0.446
City Hotel,149,9,16,3,2,1,2,0,Deluxe,3,5,5839.69,0.671
Resort Hotel,137,11,25,1,2,3,0,1,Deluxe,2,3,5909.82,0.714
City Hotel,207,4,50,6,1,1,2,0,Deluxe,4,0,4489.55,0.746
City Hotel,124,6,16,2,0,2,0,0,Standard,1,1,3480.92,0.496
Resort Hotel,233,6,22,5,2,1,1,0,Standard,4,9,4207.35,0.589
Resort Hotel,60,6,24,5,3,1,2,1,Family,3,9,8424.23,0.658
Resort Hotel,306,2,28,7,0,1,0,1,Standard,3,5,3075.98,0.406
Resort Hotel,265,7,23,7,1,2,2,1,Family,3,7,7885.17,0.683
Resort Hotel,133,6,21,1,1,1,0,1,Suite,1,2,8131.23,0.546
City Hotel,317,11,9,1,3,1,1,0,Standard,0,6,4078.69,0.691
Resort Hotel,112,1,2,5,3,3,2,0,Family,3,8,8852.97,0.473
Resort Hotel,190,2,38,5,3,3,1,1,Deluxe,4,3,5205.85,0.532
City Hotel,186,7,28,6,0,3,2,1,Suite,0,6,9190.32,0.619
City Hotel,318,1,26,3,1,1,2,1,Family,4,6,6613.75,0.535
Resort Hotel,88,1,27,1,3,1,0,1,Suite,3,9,7325.92,0.65
City Hotel,186,1,25,5,3,2,0,0,Deluxe,1,8,5301.05,0.612
Resort Hotel,306,8,21,6,1,1,0,0,Deluxe,0,2,4968.94,0.851
City Hotel,131,4,38,0,2,1,1,0,Family,0,0,7099.93,0.593
City Hotel,359,4,25,5,0,2,1,1,Family,3,7,6859.88,0.593
Resort Hotel,122,2,38,2,2,1,2,1,Deluxe,3,3,4983.34,0.571
City Hotel,47,11,46,2,3,2,0,1,Family,3,1,8410.07,0.622
City Hotel,287,11,11,0,0,2,1,1,Deluxe,2,4,5705.52,0.878
City Hotel,178,11,28,7,2,3,2,0,Standard,1,3,5592.57,0.738
City Hotel,179,1,49,3,1,1,1,0,Family,1,0,7075.31,0.521
City Hotel,98,12,36,7,3,3,2,1,Suite,3,6,11803.51,0.843
City Hotel,329,10,4,1,0,1,0,0,Deluxe,2,3,4089.77,0.673
Resort Hotel,33,9,19,7,0,3,2,0,Standard,3,7,5467.94,0.651
Resort Hotel,69,7,24,1,0,2,2,0,Family,3,8,7270.61,0.714
City Hotel,170,4,22,5,0,2,0,0,Deluxe,1,7,5289.4,0.644
Resort Hotel,271,12,48,2,3,2,0,1,Standard,2,0,4959.37,1.0
Resort Hotel,58,6,25,3,3,2,2,0,Family,1,7,9477.59,0.674
Resort Hotel,180,2,8,3,1,1,1,0,Deluxe,3,4,4878.81,0.603
City Hotel,18,7,51,3,1,1,0,0,Deluxe,4,0,5978.93,0.908
Resort Hotel,225,2,20,5,1,3,2,0,Deluxe,0,8,5293.05,0.585
City Hotel,94,10,1,1,2,1,0,1,Family,3,8,7428.91,0.793
Resort Hotel,296,8,4,3,1,1,0,0,Standard,2,6,3301.11,0.409
City Hotel,80,8,12,5,3,3,1,0,Deluxe,4,6,6581.22,0.661
City Hotel,174,1,25,5,2,2,0,1,Standard,2,0,3264.64,0.545
Resort Hotel,221,8,21,0,3,3,2,1,Standard,3,8,5368.77,0.624
Resort Hotel,102,2,19,4,2,3,2,1,Suite,3,0,8822.88,0.571
City Hotel,53,6,34,7,1,2,0,1,Standard,0,6,4871.54,0.722
Resort Hotel,182,1,6,3,1,3,0,1,Standard,2,8,3533.04,0.617
Resort Hotel,350,5,52,4,1,3,1,1,Standard,4,8,4426.12,0.614
Resort Hotel,317,11,35,1,2,3,1,0,Standard,0,4,3764.95,0.619
City Hotel,354,7,3,5,3,1,1,0,Standard,2,5,4313.51,0.684
City Hotel,348,10,33,6,0,2,2,1,Family,3,1,8418.81,0.708
Resort Hotel,320,1,9,7,3,2,1,0,Suite,0,1,8360.08,0.448
Resort Hotel,67,2,7,7,1,3,2,0,Deluxe,3,9,6804.14,0.522
Resort Hotel,27,7,41,3,2,1,1,0,Suite,1,8,9135.57,0.64
City Hotel,273,6,27,6,2,2,2,0,Suite,1,0,9693.46,0.628
City Hotel,281,3,1,2,1,2,0,0,Deluxe,0,9,4973.03,0.529
Resort Hotel,359,10,40,1,2,3,2,1,Standard,0,4,4805.68,0.894
Resort Hotel,310,2,18,0,1,3,0,0,Deluxe,2,6,4838.09,0.577
Resort Hotel,118,10,35,0,3,3,2,0,Standard,4,9,5064.31,0.777
Resort Hotel,133,4,17,4,2,2,2,1,Deluxe,4,5,6815.99,0.642
Resort Hotel,128,3,39,5,0,3,0,0,Family,1,5,7931.79,0.438
Resort Hotel,7,7,11,4,2,3,2,0,Suite,1,5,9906.23,0.776
City Hotel,50,8,37,2,1,3,2,0,Standard,1,7,5085.49,1.0
Resort Hotel,340,2,45,2,0,1,1,0,Suite,3,6,7760.49,0.454
City Hotel,280,10,11,7,1,3,0,0,Standard,4,4,5345.03,0.683
Resort Hotel,174,7,3,0,2,2,0,0,Deluxe,0,9,6408.35,0.62
Resort Hotel,182,8,13,6,0,3,1,1,Deluxe,1,1,6989.39,0.73
City Hotel,191,6,52,3,0,2,1,0,Deluxe,2,9,5630.79,0.636
City Hotel,248,6,28,0,2,1,0,1,Family,0,5,6495.23,0.599
City Hotel,234,10,38,0,0,1,0,1,Deluxe,0,9,6028.09,0.809
City Hotel,82,1,47,6,3,3,0,0,Deluxe,0,4,5930.52,0.564
Resort Hotel,92,4,34,7,0,2,1,0,Family,4,3,7324.72,0.722
City Hotel,311,1,28,7,0,3,1,0,Suite,1,9,8754.68,0.539
Resort Hotel,267,4,2,6,3,3,2,1,Suite,2,4,10024.21,0.596
City Hotel,119,2,46,2,1,2,1,1,Standard,3,8,3565.55,0.507
Resort Hotel,70,11,2,6,1,2,2,1,Suite,2,1,11093.3,0.799
Resort Hotel,16,5,37,4,3,2,2,0,Standard,2,5,5201.09,0.521
Resort Hotel,252,10,16,2,0,2,1,1,Standard,2,8,3816.71,0.859
Resort Hotel,121,9,8,6,2,2,1,0,Suite,3,9,10019.28,0.788
Resort Hotel,9,11,40,5,3,1,1,0,Suite,2,4,9246.42,0.797
Resort Hotel,286,12,11,2,2,1,1,1,Family,2,5,8305.02,0.76
City Hotel,315,10,45,2,1,1,0,1,Standard,1,9,3457.68,0.914
Resort Hotel,325,3,15,0,3,2,1,0,Suite,1,3,8096.16,0.52
City Hotel,272,8,4,3,2,2,2,1,Suite,1,4,9594.78,0.615
City Hotel,305,3,23,0,0,2,2,1,Family,0,7,6445.87,0.544
Resort Hotel,292,6,8,1,3,3,0,0,Suite,2,0,9461.24,0.733
City Hotel,209,4,16,2,2,1,0,1,Deluxe,4,0,4621.26,0.743
Resort Hotel,217,8,16,6,3,1,1,1,Deluxe,4,9,5296.65,0.806
City Hotel,240,11,24,6,3,3,0,0,Standard,4,3,5255.56,0.644
Resort Hotel,199,6,10,6,1,3,1,0,Family,3,9,8784.6,0.644
City Hotel,215,8,34,2,1,1,1,1,Suite,1,2,8759.5,0.652
Resort Hotel,204,1,18,6,0,2,0,1,Standard,1,4,3045.49,0.565
Resort Hotel,215,6,16,1,1,1,0,1,Suite,1,9,7345.66,0.621
Resort Hotel,79,1,36,2,1,2,2,0,Deluxe,3,7,5106.27,0.603
Resort Hotel,266,1,52,6,1,1,0,1,Suite,2,0,7246.93,0.479
City Hotel,34,8,51,2,2,1,0,0,Suite,0,4,9153.83,0.616
Resort Hotel,288,7,8,5,3,3,0,0,Suite,1,4,9338.21,0.806
City Hotel,17,3,20,2,1,3,2,0,Deluxe,2,1,5541.53,0.572
City Hotel,164,6,23,1,2,2,1,0,Deluxe,4,4,5608.87,0.738
City Hotel,12,9,40,0,3,2,2,1,Family,0,7,9249.1,0.61
Resort Hotel,201,7,14,2,1,1,0,1,Deluxe,4,9,5235.03,0.58
City Hotel,228,12,16,3,1,3,0,1,Standard,2,6,4718.34,0.673
City Hotel,345,3,38,1,3,2,0,1,Suite,2,1,7953.26,0.498
City Hotel,0,6,18,4,2,2,1,1,Deluxe,4,5,5695.05,0.582
Resort Hotel,318,11,40,5,2,2,2,0,Standard,0,9,5588.91,0.699
Resort Hotel,216,4,51,1,0,1,2,0,Deluxe,4,0,4961.45,0.596
City Hotel,33,3,30,0,3,2,1,1,Suite,4,9,8004.96,0.475
Resort Hotel,358,9,36,6,0,2,2,1,Standard,4,9,4902.64,0.649
Resort Hotel,265,10,36,6,2,3,1,1,Deluxe,0,2,6626.14,0.772
City Hotel,127,2,39,1,1,3,1,1,Deluxe,3,5,4908.09,0.746
City Hotel,211,1,40,4,0,3,2,0,Standard,0,8,3764.32,0.573
Resort Hotel,262,2,41,6,2,1,2,1,Family,4,0,7801.89,0.588
City Hotel,311,7,1,5,2,3,1,0,Standard,1,5,4322.65,0.648
Resort Hotel,79,10,17,3,1,3,2,0,Standard,1,1,4859.41,0.552
Resort Hotel,164,1,28,4,3,3,1,1,Standard,2,8,2799.1,0.505
Resort Hotel,251,6,7,7,2,3,2,0,Standard,3,1,4172.98,0.548
Resort Hotel,11,7,20,7,0,2,2,1,Deluxe,2,2,6586.81,0.777
Resort Hotel,303,9,42,1,1,1,2,0,Standard,2,1,3490.28,0.882
Resort Hotel,211,8,24,4,3,2,2,0,Standard,1,3,4528.6,0.609
City Hotel,281,6,1,6,3,2,2,0,Suite,0,3,10302.01,0.648
City Hotel,111,3,18,6,3,1,0,0,Deluxe,2,9,6243.57,0.439
Resort Hotel,210,8,26,1,2,2,0,0,Suite,2,0,8370.95,0.783
Resort Hotel,238,7,14,6,3,3,2,1,Deluxe,3,7,6843.05,0.8
Resort Hotel,267,3,19,6,2,1,2,0,Family,1,4,6875.73,0.632
City Hotel,297,9,18,3,1,2,2,1,Family,0,7,8837.06,0.757
Resort Hotel,316,12,45,3,1,2,1,1,Deluxe,3,5,6503.57,0.796
City Hotel,57,2,7,0,3,3,0,0,Family,0,1,7711.11,0.599
Resort Hotel,33,3,2,3,1,2,1,1,Family,0,6,7090.67,0.548
Resort Hotel,262,2,7,2,0,2,0,0,Deluxe,2,9,5476.63,0.513
City Hotel,364,1,28,4,0,2,0,1,Standard,3,8,2602.03,0.65
City Hotel,34,4,28,4,2,1,2,1,Suite,2,6,8149.11,0.678
Resort Hotel,270,5,42,1,3,1,2,0,Deluxe,4,4,5423.25,0.568
Resort Hotel,226,6,17,3,2,2,1,1,Deluxe,0,3,5504.56,0.83
Resort Hotel,24,5,30,0,1,2,1,1,Deluxe,3,7,6204.54,0.555
City Hotel,233,1,21,6,3,3,2,1,Suite,1,5,8573.79,0.718
City Hotel,58,3,37,0,2,1,2,0,Deluxe,2,4,5702.91,0.445
City Hotel,250,1,9,0,3,1,0,1,Suite,4,6,7108.88,0.51
City Hotel,334,11,36,5,3,1,0,1,Suite,4,2,8859.08,0.821
City Hotel,85,5,52,6,2,2,2,0,Family,4,8,8280.41,0.66
City Hotel,250,5,22,2,3,3,0,1,Standard,2,3,4215.88,0.643
Resort Hotel,179,12,15,3,1,3,1,0,Family,1,3,7961.78,0.927
Resort Hotel,206,11,14,6,0,2,0,1,Deluxe,3,7,6999.47,0.819
City Hotel,343,6,27,0,0,2,2,1,Deluxe,0,5,5782.54,0.701
Resort Hotel,148,8,18,6,3,3,0,1,Suite,1,0,9551.72,0.639
Resort Hotel,70,10,10,2,0,3,2,0,Family,2,1,8564.86,0.832
City Hotel,120,12,48,4,3,1,0,1,Suite,3,8,8435.69,0.756
Resort Hotel,252,1,22,1,2,2,1,0,Family,0,5,7547.32,0.639
City Hotel,92,4,23,3,1,1,1,0,Family,3,6,7155.15,0.744
City Hotel,255,10,52,3,0,3,2,1,Family,0,8,8931.97,0.758
Resort Hotel,253,11,42,5,2,1,2,1,Family,0,2,8241.47,0.827
City Hotel,351,1,41,4,1,3,2,0,Family,4,4,7049.45,0.553
City Hotel,287,9,48,3,0,3,0,1,Standard,2,4,4537.53,0.718
City Hotel,308,11,5,5,0,1,0,1,Deluxe,1,9,5804.54,0.753
City Hotel,58,7,51,5,1,2,0,1,Family,4,6,7251.4,0.562
City Hotel,68,7,25,5,2,1,1,1,Family,4,1,8051.06,0.609
City Hotel,85,12,1,7,2,1,2,0,Suite,3,3,9722.8,0.81
City Hotel,273,5,24,3,0,2,0,1,Deluxe,0,3,4772.6,0.768
City Hotel,226,7,33,3,1,2,1,0,Deluxe,0,7,5583.0,0.709
Resort Hotel,80,12,37,3,2,1,2,0,Deluxe,3,9,7079.48,0.914
Resort Hotel,113,2,7,2,1,3,1,0,Family,2,2,6952.5,0.376
Resort Hotel,183,4,24,5,1,1,2,0,Suite,0,1,8124.34,0.736
City Hotel,279,7,15,2,0,3,0,0,Deluxe,4,8,5685.89,0.741
City Hotel,321,3,11,1,1,2,1,0,Suite,4,3,8234.13,0.679
Resort Hotel,317,2,44,3,1,2,1,0,Standard,0,8,2572.81,0.356
Resort Hotel,53,10,17,7,3,3,1,1,Standard,0,5,5803.54,0.711
Resort Hotel,196,2,49,6,1,1,2,1,Suite,2,0,8884.22,0.445
City Hotel,292,1,23,4,2,2,2,0,Family,0,2,7116.73,0.596
Resort Hotel,292,5,49,7,0,3,1,1,Deluxe,2,6,5360.79,0.676
Resort Hotel,290,12,4,0,0,3,2,1,Standard,4,8,4939.71,0.893
City Hotel,179,6,31,1,1,1,1,1,Standard,2,7,3741.83,0.612
Resort Hotel,221,6,34,6,1,3,0,1,Suite,0,4,9134.0,0.732
City Hotel,273,9,10,0,2,3,1,0,Family,1,7,7922.88,0.725
City Hotel,243,4,37,0,3,1,1,1,Suite,0,1,7104.72,0.717
City Hotel,153,1,10,3,0,2,2,0,Suite,1,2,8157.24,0.594
Resort Hotel,303,6,42,4,3,2,2,1,Suite,4,7,9569.15,0.577
Resort Hotel,272,5,11,0,2,2,2,1,Suite,3,8,9224.54,0.654
City Hotel,134,10,31,5,0,3,0,0,Suite,4,9,10129.19,0.612
Resort Hotel,312,6,10,6,2,3,0,0,Family,4,7,7788.92,0.769
